,0
"
",19
人才培养,13
慕课,11
"人才培养
",8
新工科,7
高等教育,7
专业认证,7
在线开放课程,6
创新创业,6
教学模式,6
创新创业教育,6
"教学改革
",6
课程建设,6
本科教学,5
创新,4
工程教育,4
协同育人,4
以学生为中心,4
新工科建设,4
翻转课堂,4
教学,4
双一流,3
青年教师,3
MOOC,3
跨学科,3
课程体系,3
"工程教育
",3
通识教育,3
教学质量,3
SPOC,3
教学方法,3
高等工程教育,3
教育,3
"实践
",3
地方高校,3
高校,3
北京大学艺术学院,3
大学课堂,2
"课程建设
",2
教育部,2
课堂教学,2
实践,2
人才培养模式,2
本科教育,2
实证研究,2
大数据,2
能力培养,2
应用型,2
课程资源,2
大学课程,2
话语体系,2
工程教育改革,2
化工专业,2
"双一流
",2
本科,2
创业,2
学科,2
"构建
",2
博士论文,2
认证标准,2
南京大学,2
"卓越人才
",2
学校,2
艺术教育,2
网络工程,2
华盛顿协议,2
北京大学,2
产教融合,2
"教学模式改革
",2
成果导向,2
研究性教学,2
清华大学,2
教学理念,2
中国特色社会主义,2
专业教育,2
拔尖创新,2
高校教师,2
教学设计,2
高等学校,2
"教学效果
",2
现状,2
"MOOC
",2
教师教育,2
"互联网+
",2
专业建设,2
教材建设,2
科研训练,2
哲学教育,2
专业,2
"高等院校
",2
多元协同,2
培养体系,2
"校企合作
",1
环境地学,1
环境地球科学,1
"校企
",1
构造观,1
核心层,1
法学教育改革,1
环境学科,1
现代品格,1
现代文学,1
现代汉语,1
"现代职业教育体系
",1
构建,1
班级授课制,1
理工融合,1
杭州民俗学研究,1
理念引领,1
权利主体,1
核心课程,1
模式创新,1
核电产业,1
案例分析,1
机理,1
"法学教育
",1
法律实践能力,1
法律实践课,1
法律英语课程,1
法学教育,1
法治,1
法理学,1
混合学习,1
法学教学,1
法学学术体系,1
混合学习介质,1
法学体系,1
法学人才体系,1
法国工程师教育,1
江苏高等教育,1
汉语特点,1
清华园,1
满意度,1
爱好,1
牛津大学,1
特色化培养,1
汉语国际教育,1
民族,1
"比较
",1
欧洲高等教育区,1
独立建制,1
"概念设计
",1
王宗炎,1
机遇,1
新型工业化,1
"术
",1
教师教学发展,1
"教师
",1
教师专业化发展,1
教师专业发展,1
教师发展,1
"教师发展
",1
教师发展中心,1
教师培训,1
"教师教学发展中心
",1
"教学评价
",1
教师教学认知,1
教师教学质量,1
"教师能力素质提升保障工程
",1
教材研究,1
教法,1
"教研相长
",1
教育交流,1
教学资源,1
"教学设计
",1
教育培养计划,1
"教学模式
",1
教学技术,1
教学改革,1
"教学改革发展
",1
教学改革研究,1
教学效果,1
教学方式,1
教学机制,1
"教学法
",1
"教学范式
",1
教学生涯,1
教学目标,1
教学相长,1
教学研究方法,1
教学竞赛,1
"教学能力
",1
教学艺术,1
"教育体系
",1
教育学专业,1
本科生全程导师制,1
"有创见
",1
"新工业革命
",1
新生导航课,1
新生研讨课,1
新经济,1
新闻,1
新闻传播教育,1
无障碍,1
本土性,1
新兴学科,1
"本科
",1
本科专业,1
"本科专业教育
",1
本科人才培养,1
"本科教学
",1
"本科教学问题
",1
本科毕业论文,1
"理论思维
",1
新使命,1
教育实践,1
文化产业管理,1
"教育模式
",1
教育理念,1
"教育理念
",1
教育组织,1
"教育良知
",1
教育行政组织,1
数学家,1
文化功能,1
文选教材,1
文化理解,1
文化贸易人才,1
文学性,1
文学教学,1
文学教育,1
文学概论,1
文科专业,1
理论体系,1
碎片化学习,1
"理论素质培养
",1
"课程设置
",1
语言类,1
课堂,1
"课堂吸引力
",1
课程,1
"课程
",1
课程研发,1
课程研究,1
课程设置,1
课程资源共享,1
"路向
",1
课程选择,1
质量,1
质量保障,1
"质量保障
",1
质量标准,1
质量标准建设,1
"资源
",1
资源共享课,1
语篇意义构建,1
话语认知模型,1
"话语权
",1
话语,1
"角色转变
",1
计算思维,1
"计算机专业
",1
计算机类专业,1
计算机系统能力,1
计算机通识性课程,1
认知情况,1
"认证实践
",1
评介,1
评价,1
"评价时代
",1
评估指标体系,1
"评分体系
",1
"评教有效性
",1
"词汇类型学
",1
"诗性文化
",1
诗词格律,1
资源勘查工程,1
转专业,1
规模,1
高校服务,1
领域法学,1
高师中文专业,1
高教学会,1
高校人才培养,1
高校人文素质教育,1
"高校分类发展
",1
高校创新创业教育,1
高校教学,1
"高校民俗学课程
",1
"转型发展
",1
"高等教育
",1
高等教育内涵式发展,1
高等教育发展,1
高等教育司,1
高等教育强国,1
高等教育改革,1
高等教育教学法项目,1
高等职业教育,1
预防医学,1
"预科基础阶段
",1
项目式教学模式,1
"项目
",1
软件工程专业,1
"输出
",1
返本开新,1
"选文策略
",1
选课动机,1
选题,1
"递进式
",1
通识教育课,1
道,1
道技并重,1
问卷调查,1
闽台漆艺,1
"阅读教学实践
",1
"阐释
",1
集成电路,1
需求,1
顶石课程,1
视听新媒体,1
规划教材,1
生命伦理学,1
竞争力,1
教学学术,1
科学启蒙,1
科技认知,1
科教结合,1
"科教融合
",1
科研,1
移动网络,1
"程序设计课程
",1
竞争能力,1
系统观,1
竞赛规则,1
第四代评估理论,1
"策略建议
",1
精品,1
精品开放课程,1
精确,1
"精细
",1
系列课程,1
"硕士研究生
",1
研讨会,1
研究生教育,1
研究性学习,1
生成机理,1
用例,1
田野调查,1
电力市场营销,1
电工电子实验,1
"目的与需求导向
",1
知哲学知社会,1
"知行合一
",1
知识产权战略,1
知识体系,1
知识共享许可协议,1
"知识融贯
",1
知识领域,1
石油与化工,1
研制进展,1
研究与实践,1
研究型,1
"系统构建
",1
素材,1
西部法律人才,1
"蔡元培
",1
能力达成,1
自主学习,1
艺术史论,1
艺术学,1
艺术学理论,1
"艺术设计
",1
英国工程教育,1
英国高校,1
"虚实互动
",1
素质结构,1
虚拟仿真,1
"虚拟办公室时间
",1
融合,1
融合新闻,1
"行为预测
",1
"衔接机制
",1
"补给
",1
西方文明,1
"能力培养
",1
"能力叠加
",1
能力,1
胡适,1
紫金模式,1
线上线下学习,1
细节分析,1
经典性,1
经济学,1
经济法学,1
"结构调整
",1
综合,1
综合基础,1
综合性大学,1
综合性研究型大学艺术学科,1
综合设计课程,1
美国语言学系,1
美国高校,1
翻译教学,1
"考法
",1
"职业成长
",1
教学平台,1
批判性思维,1
教学基本功,1
"创新发展
",1
创业教育,1
"创业能力
",1
创业苗圃,1
创意创业家精神,1
"创新
",1
"创新中心
",1
"创新人才培养
",1
"创新创业
",1
创新型人才,1
分类高考,1
创新型实验,1
创新实践,1
创新工场,1
创新性,1
创新教育,1
创新能力,1
"制度建构
",1
办公室时间,1
创业意愿,1
分类建设,1
传统学科,1
做学问,1
住宿学院,1
体认,1
依法治国,1
"保障体系
",1
信息化,1
信息技术,1
"信息技术与外语教学融合
",1
信息时代,1
健康中国建设,1
分流培养,1
入声韵,1
全程导师制,1
全面发展,1
共词化,1
农业,1
决策评价,1
分析,1
"分析
",1
办学治校,1
功能,1
化学化工,1
哲学专业学习,1
"口语教学
",1
古代作品,1
史类课程,1
司法实务需求,1
"名师
",1
后方法时代,1
"启示
",1
品牌专业,1
唐宋词,1
化学化工学科,1
商业空间设计,1
"四位一体
",1
"回归传统
",1
"回归工程
",1
回答,1
"因子分析
",1
"因时而进
",1
"因材施教
",1
变化,1
发展趋势,1
发展性评价,1
双基,1
化学类专业,1
化工热力学,1
北京市,1
北大歌谣运动,1
区域高等教育,1
医学人才培养,1
"医学教育改革
",1
医学院校,1
协同创新,1
协同自主评估,1
"协调
",1
卓越工程师,1
卓越教师,1
历代文学作品选,1
"历史探究
",1
历史责任,1
"参与度
",1
传统文化知识,1
优质课程,1
教学内容评价,1
专业评估,1
三继承,1
上海市高校,1
"专业内涵建设
",1
专业困境,1
专业学位硕士,1
专业定位,1
专业层面,1
"专业建设
",1
世界一流大学,1
一流本科,1
东南大学,1
两次分类,1
"严耕望
",1
"个性化培养
",1
中华人民共和国,1
中华文明,1
中国,1
中国制造2025,1
"三提高
",1
一流学科,1
优势学科,1
"“双一流”建设
",1
O2O混合式教学,1
OBE,1
PACTE,1
“一带一路”,1
“三三制”教学改革,1
“十二五”,1
"“双一流”
",1
“双一流”建设,1
