,0
"
",16
人才培养,10
在线开放课程,8
"人才培养
",7
课堂教学,5
教学质量,4
教学质量国家标准,4
新工科,4
创新创业教育,4
教学改革,4
地方高校,3
高等教育,3
课程建设,3
立德树人,3
在线教育,2
课程体系,2
法学,2
大学语文,2
教育部,2
课程平台,2
师生关系,2
汉语教学,2
内涵,2
翻转课堂,2
新时代,2
创新能力,2
本科教育,2
人才培养模式,2
课程质量,2
社会主义核心价值观,2
教学,2
大学,2
教材,2
在线课程,2
法学家,1
模块化,1
海洋文化,1
深度融合,1
模型教学,1
标准,1
校企协同,1
法理学教材,1
"权力下放
",1
本科课程,1
"混合式学习
",1
混合式教学,1
模式,1
正规学习,1
"模式构建
",1
法学专家,1
母语教育,1
"汉语国际教育
",1
"汉语国际教育学硕士
",1
"法理
",1
法律系,1
汉语教师,1
法律法规,1
本科教学,1
法律史,1
法学类专业,1
法学教育,1
"本科教学
",1
明德模式,1
本科人才培养,1
高等数学,1
教育厅,1
教育公平,1
教育信息化,1
"教育体系
",1
"教材编写
",1
教材建设,1
"教师发展
",1
高等语文教育,1
本体研究,1
"教学话语
",1
高职院校,1
"教学评价
",1
"教学计划
",1
教学艺术,1
教学本体,1
"教学改革
",1
教育发展理念,1
教育发展规律,1
教育教学,1
教育规律,1
智能化,1
普惠性,1
明德汉教硕士项目,1
混合教学,1
新闻传播,1
新思维,1
斯坦福大学,1
文博人才,1
文化遗产,1
"文体意识
",1
数据统计,1
"数据分析
",1
"数学思想
",1
数学习题,1
数字教材,1
混合式教学改革,1
高校,1
"理工科
",1
课堂创新,1
质量保障,1
财政学类专业,1
"课程质量
",1
课程内容,1
"课程
",1
课程,1
高校教师,1
课堂,1
高校哲学社会科学,1
语法教学,1
语文素养与能力,1
诗词,1
评价体系,1
"评价
",1
设计教学,1
认证,1
高校教学,1
质量工程,1
高校教材,1
通识教育体系,1
集成创新,1
阅读,1
长江学者,1
"长效机制
",1
重构,1
"里程碑
",1
郑克鲁,1
"通识教育
",1
质量评价,1
过程管理,1
软件类专业,1
"路径选择
",1
跨学科研究,1
跨学科教育,1
跨学科,1
资源共享课,1
计算机类专业,1
"角色定位
",1
理工科大学,1
矿床矿相学,1
竞赛,1
"立德树人
",1
科学性,1
科学启蒙,1
社团活动,1
研究热点,1
研究型大学,1
教学建设,1
"精神重塑
",1
相对主义,1
留学生,1
高等农林院校,1
电气类人才,1
项目管理,1
生物信息学,1
理论,1
类型化,1
系列课程,1
视频公开课,1
能力培养,1
行业高校发展,1
融合发展,1
"融合
",1
荣誉教育,1
苏联经验,1
苏联专家,1
自我导向,1
胜任软实力,1
"线上线下混合式教学
",1
育人规律,1
联盟机制,1
职业,1
网络共享,1
综合性大学,1
经济学类,1
线性代数,1
知识结构,1
改革教学方法,1
"教学实践
",1
化工类专业,1
化学类专业,1
化学教学,1
办学特色,1
"办学水平
",1
办学条件,1
"创新训练平台
",1
"创新机制
",1
创新思维,1
"创新创业教育
",1
创新创业,1
"创新人才培养
",1
刑事诉讼法,1
凯洛夫,1
内涵式发展,1
关怀伦理,1
"共建共享、协同发展
",1
共建共享,1
化工产业,1
医学教育,1
儒学语境,1
卓越医生,1
"团体沙盘游戏
",1
因材施教,1
四元耦合,1
哈佛大学,1
品德教育,1
叶嘉莹,1
"可视化
",1
句法格式,1
古典诗词,1
"古代文学
",1
反思,1
"历史学
",1
博物馆,1
"南京工业大学
",1
单摆,1
卓越计划,1
卓越工程师,1
党性原则,1
健康中国,1
教学团队,1
中国特色社会主义法学理论,1
"中国特色
",1
中国特色,1
中国文学史,1
专业改革,1
专业建设,1
一流本科教育,1
一流大学,1
《物理学》教材,1
《大清律例》,1
“比”字句,1
“学问”,1
“国标”,1
"“142”模式
",1
"iCAN
",1
"PIPA
",1
MOOC,1
"DIY研读
",1
中国特色社会主义,1
中国特色社会主义法治理论,1
信息技术,1
中国现当代文学,1
信息化,1
保障体系,1
会计教学,1
价值观塑造,1
"以情化人
",1
以学为中心,1
以人为本,1
"人文精神
",1
"人才培养模式改革
",1
互联网金融,1
"互动模式
",1
主讲教师,1
主动学习,1
"临床教学改革
",1
中级阶段,1
"中文系
",1
中小学,1
国家标准,1
"国家标准
",1
国标,1
微积分,1
形容词,1
"引领
",1
应用型本科,1
应用型人才,1
"应对方法
",1
"师范生培养
",1
工程师,1
工商管理,1
实验教学,1
"实践能力
",1
"实践教学
",1
实践教学,1
"实践
",1
实践,1
"实现策略
",1
宏观管理,1
学科教学知识,1
形式,1
"德法兼修
",1
"国际传播
",1
思想政治教育,1
"教学发展
",1
教学中心地位,1
"教学
",1
教与学学术,1
"改革创新
",1
探索与实践,1
探究式,1
授课质量,1
"振动周期
",1
"持续提升
",1
"拔尖创新人才培养
",1
拔尖创新,1
"成长规律
",1
"成电特色
",1
慕课资源,1
慕课,1
思政课,1
"学科建设
",1
学科,1
学生评教,1
学生学习,1
多层次,1
多元文化,1
外语教学,1
外国文学史,1
"复杂关系
",1
复合型人才,1
培养理念,1
"培养模式
",1
培养模式,1
"培养机制
",1
培养体系,1
地质学专业,1
地球科学教育,1
地方商科院校,1
在线教学,1
"在线作业
",1
图像化转向,1
大学历史教学,1
大学数学,1
大学物理教学,1
学习投入,1
"学术论争
",1
学术英语,1
学术社群,1
"学术活动
",1
学术性社团,1
学术人才,1
"学分互认
",1
学习共同体,1
大学物理课程,1
"学业帮扶
",1
学业困难学生,1
媒体传播技术,1
大学课程建设,1
大学课程,1
大学英语教学改革,1
大学生创新创业训练计划,1
高质量,1
