,0
学校,29
学堂,19
学科,13
必修课,12
基础课,11
精品课程建设,10
质量,8
双语教学,7
教学大纲,7
课程内容,7
创新,7
人才培养模式,7
教学改革,6
教学名师,6
教学内容,6
教学方式,6
教育改革,6
教育行政组织,6
教育部,6
精品课程,5
课程体系,5
可持续性发展,5
本科教学工作水平评估,5
学分,5
课程教学,5
本科生,5
中华人民共和国,4
选修课程,4
课程体系改革,4
大学英语教学改革,4
学期,4
提高教学质量,4
课程建设,4
班级授课制,4
法学教育,4
研究型大学,4
计算机基础教学,4
美国,4
师资队伍建设,4
人才培养方案,4
文化素质教育,4
课堂教学,4
教学评价,4
教学评估,4
新理念,3
实验室,3
新建本科院校,3
社会科学,3
同学,3
艺术,3
哲学,3
国家精品课程,3
美国研究型大学,3
研究与实践,3
高等职业技术教育,3
高等职业教育,3
知识点,3
《大学体验英语》,3
市场经济,3
网络课程,3
教学方法,3
学科基础课,3
理科基地,3
人文精神,3
工程实践能力,3
高等数学,3
本科教学,3
思维形式,3
无机化学,3
文化经典,3
北美洲,3
大学语文,3
定位,3
概念,3
经济体制,3
高等工程教育,3
办学,3
学习者,3
系列教材,3
毕业设计,3
课程改革,3
教与学,3
大学英语教学,3
实践教学体系,3
转专业,3
指标体系,3
本科教学工作,3
以学生为本,3
词表,2
计算机,2
素质教育,2
大学物理,2
大学物理实验,2
凸显,2
几点看法,2
多媒体教学,2
大学英语,2
几点思考,2
试验室,2
大学英语教师,2
多媒体课件,2
词典,2
外语教学,2
英语阅读教学,2
计算机应用能力,2
北京大学,2
视野,2
办学特色,2
计算机科学与技术,2
讲台,2
医学生,2
评价体系,2
西安交通大学,2
创新人才培养体系,2
英语教学,2
经济,2
创业教育,2
评估体系,2
美利坚合众国,2
地球科学,2
编译原理,2
综合性大学,2
综合大学,2
基础教程,2
分科教学法,2
词汇表,2
范例教学,2
实践教学,2
精品意识,2
植物生产类,2
教学组织,2
教学管理制度,2
校区,2
案例教学,2
案例教学法,2
教学手段,2
教学实践,2
